Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Zmiana
2022-02-02,85.96,86.34,85.58,85.68,753396
2022-02-03,85.58,85.64,84.9,85.12,357287
2022-02-04,85.29,85.41,83.79,84.41,510343
2022-02-07,84.87,85.2,84.4,84.86,528364
2022-02-08,84.64,85.03,84.3,85.03,259153
2022-02-09,85.54,86.44,85.51,86.4,438082
2022-02-10,86.52,86.7,85.4,86.21,490644
2022-02-11,84.8,85.59,84.66,85.02,337510
2022-02-14,83.71,83.83,82.6,83.56,966711
2022-02-15,83.18,84.62,83.18,84.62,510194
2022-02-16,84.72,85.07,84.1,84.31,253559
2022-02-17,84.66,84.78,83.65,83.95,544174
2022-02-18,83.57,83.79,82.5,82.73,590170
2022-02-21,83.14,83.29,81.64,81.81,340809
2022-02-22,80.73,82.6,80.7,82.03,630294
2022-02-23,82,82.54,81.18,81.27,562262
2022-02-24,78.62,79.38,77.82,79.12,2077508
2022-02-25,80.49,82.39,79.99,82.34,860980
2022-02-28,81.66,82.79,81,82.67,719837
2022-03-01,82.76,83,81.19,81.19,363340
2022-03-02,80.88,82.15,80.61,82.13,583815
2022-03-03,82.2,82.73,81.09,81.47,3576887
2022-03-04,81.05,81.28,79.61,79.66,763023
2022-03-07,78.87,80.16,78.28,78.88,728283
2022-03-08,77.31,78.66,77.2,77.37,565497
2022-03-09,78.56,79.98,78.29,79.98,899921
2022-03-10,80.11,80.11,78.74,78.88,297364
2022-03-11,79.58,80.78,79.23,79.29,226520
2022-03-14,79.11,79.72,78.65,78.72,626995
2022-03-15,78.01,79.35,77.54,79.26,414859
2022-03-16,80.36,81.51,80.34,81.22,425848
2022-03-17,81.91,82.27,81.27,82.27,469612
2022-03-18,82.6,83.2,81.98,83.2,365343
2022-03-21,83.34,83.89,83.28,83.47,504411
2022-03-22,83.57,84.48,83.53,84.31,586411
2022-03-23,84.53,84.53,83.66,83.98,229821
2022-03-24,83.75,84.26,83.6,83.92,103507
2022-03-25,84.5,84.83,84.05,84.31,225611
2022-03-28,84.36,84.88,84.27,84.39,430811
2022-03-29,85.43,86.41,85.21,86.13,860461
2022-03-30,86.37,86.4,86,86.14,415646
2022-03-31,86.08,86.19,85.42,85.58,372564
2022-04-01,84.98,85.63,84.64,84.73,410178
2022-04-04,85.11,85.44,84.78,85.42,498046
2022-04-05,85.65,85.76,85,85.19,404579
2022-04-06,84.52,84.84,83.15,83.38,333033
2022-04-07,83.63,83.86,83.08,83.15,311902
2022-04-08,84.09,84.27,83.37,84.07,341514
2022-04-11,83.29,83.66,82.77,82.93,154742
2022-04-12,82.16,83.4,81.93,83.16,166847
2022-04-13,82.51,82.82,81.97,82.82,342581
2022-04-14,83.22,83.31,82.62,82.8,191834
2022-04-19,82.24,82.9,81.67,82.8,126688
2022-04-20,82.81,83.72,82.77,83.44,200315
2022-04-21,83.32,84.16,83.32,83.41,421339
2022-04-22,81.88,82.08,80.93,80.97,367402
2022-04-25,79.02,79.58,78.81,79.02,592855
2022-04-26,80.19,80.19,78.6,78.65,261584
2022-04-27,78.43,78.87,77.7,78.6,430375
2022-04-28,78.95,79.43,78.1,78.75,344495
2022-04-29,79.78,79.89,78.88,79.15,208108
2022-05-02,77.7449,77.7449,77.7449,77.7449,502359
2022-05-03,77.93,78.5,77.46,78.5,592014
2022-05-04,78.29,78.4,77.62,77.62,281417
2022-05-05,80,80.05,77.3,77.64,321786
2022-05-06,77.16,77.49,75.93,76.91,403233
2022-05-09,76.02,76.29,74.59,74.63,890080
2022-05-10,75.09,75.68,73.93,74.08,383337
2022-05-11,74.83,75.5,73.7,75.2,305709
2022-05-12,73.21,74.11,72.52,73.49,452785
2022-05-13,74.13,75.3,74.03,75.28,204123
2022-05-16,74.85,75.44,74.65,74.98,156442
2022-05-17,75.59,76.52,75.59,76.3,156025
2022-05-18,76.43,76.5,74.89,74.94,248667
2022-05-19,73.83,74.18,72.88,74.12,540935
2022-05-20,74.36,74.95,73.44,73.62,404018
2022-05-23,75.15,75.46,74.42,75.46,211035
2022-05-24,74.51,74.89,73.85,74.06,436638
2022-05-25,75.24,75.38,74.3,75.02,114482
2022-05-26,75.2,76.61,75.2,76.49,147971
2022-05-27,76.7,77.87,76.61,77.79,1143280
2022-05-30,78.98,79.17,78.57,78.89,215660
2022-05-31,78.27,78.58,77.45,77.73,334849
2022-06-01,78.22,78.68,76.96,77.06,459475
2022-06-06,77.99,78.6,77.93,77.98,362611
2022-06-07,77.42,78.04,76.95,77.74,694691
2022-06-08,78.18,78.24,77.77,78.15,323321
2022-06-09,77.54,78,76.88,76.92,222001
2022-06-10,75.93,75.93,73.6,73.6,472295
2022-06-13,72.27,72.52,70.82,71.31,522482
2022-06-14,71.66,71.75,70.44,70.6,309733
2022-06-15,70.87,71.53,70.6,71.07,519249
2022-06-16,70.88,70.9,69.2,69.46,152383
2022-06-17,69.55,70.15,68.81,69.36,534706
2022-06-20,69.7,70.18,69.5,70.18,191694
2022-06-21,70.45,71.28,70.45,71.14,399807
2022-06-22,70.11,71.34,69.6,71.24,487828
2022-06-23,70.64,71.24,70.21,70.89,430614
2022-06-24,71.58,72.9,71.51,72.79,212776
2022-06-27,73.3,73.94,73,73.48,232406
2022-06-28,73.57,73.95,72.83,72.86,190789
2022-06-29,71.76,72.25,71.56,71.87,573841
2022-06-30,70.93,71.31,70.25,71,643899
2022-07-01,70.48,71.42,70.28,71.06,622599
2022-07-04,71.52,71.78,71.33,71.52,91309
2022-07-05,72.05,72.05,70,70.14,304090
2022-07-06,71.36,71.7,71.1,71.1,304158
2022-07-07,71.87,72.57,71.84,72.46,265293
2022-07-08,72.51,73.06,72.2,73.01,261069
2022-07-11,71.97,72.38,71.71,71.95,189740
2022-07-12,71.38,72.07,71.14,72.03,228258
2022-07-13,71.46,71.58,70.06,70.97,346163
2022-07-14,70.66,70.75,69.36,69.9,226074
2022-07-15,70.5,71.79,70.31,71.72,216866
2022-07-18,72.31,72.74,72.2,72.53,146229
2022-07-19,71.74,73.12,71.71,73.12,356112
2022-07-20,73.76,74.02,73.13,73.94,173406
2022-07-21,73.83,74.06,73.35,74.06,343809
2022-07-22,74.29,74.9,74.09,74.16,214102
2022-07-25,73.89,74.45,73.75,74.18,130312
2022-07-26,73.99,74.07,73.33,73.33,89816
2022-07-27,73.81,74.18,73.78,74.15,211249
2022-07-28,74.93,75.4,74.5,75.38,826256
2022-07-29,76.41,76.6,75.9,76.27,162865
2022-08-01,76.7,77.25,76.4,77.01,194657
2022-08-02,76.39,76.69,76.07,76.54,160097
2022-08-03,76.24,76.93,76.11,76.82,49268
2022-08-04,76.99,77.48,76.9,77.1,335926
2022-08-05,77.36,77.36,76.3,76.52,137912
2022-08-08,77.13,77.83,77.11,77.47,157208
2022-08-09,77.11,77.21,76.58,76.71,147121
2022-08-10,76.56,78.39,76.5,78.26,350470
2022-08-11,78.63,79.21,78.43,78.74,329653
2022-08-12,78.54,78.86,78.47,78.83,297085
2022-08-15,79.22,79.29,78.74,79.18,60265
2022-08-16,79.34,79.51,79.14,79.51,196399
2022-08-17,79.59,79.69,78.74,78.8,77802
2022-08-18,78.68,79.32,78.63,79.06,255758
2022-08-19,78.54,78.7,77.88,77.95,71306
2022-08-22,77.55,77.64,76.55,76.68,143345
2022-08-23,76.13,76.89,76.1,76.5,246625
2022-08-24,76.11,76.68,76,76.68,112361
2022-08-25,77.01,78.59,76.68,76.95,198604
2022-08-26,77.44,77.8,75.88,76.11,167011
2022-08-29,74.6268,74.6268,74.6268,74.6268,121855
2022-08-30,74.92,75.53,73.73,74.18,231927
2022-08-31,74.45,74.47,73.7,73.76,941304
2022-09-01,72.88,73.07,72.14,72.46,466239
2022-09-02,73.25,75.13,73.07,74.1,318677
2022-09-05,72.77,72.91,72.48,72.84,90518
2022-09-06,73.01,73.32,71.88,72.68,380893
2022-09-07,72.1,72.81,71.9,72.64,489676
2022-09-08,73.53,73.84,72.7,73.78,105919
2022-09-09,74.25,75.11,74.25,74.99,76866
2022-09-12,75.45,76.28,75.4,76.16,152888
2022-09-13,76.4,76.82,73.82,73.88,219479
2022-09-14,73.25,73.6,72.8,73.27,267368
2022-09-15,73.27,73.48,72.6,72.8,389695
2022-09-16,72.01,72.06,71.4,71.68,631097
2022-09-20,72.48,72.76,71.3,71.47,1824587
2022-09-21,71.12,71.81,71.03,71.64,326646
2022-09-22,69.78,70.95,69.53,69.73,300142
2022-09-23,69.48,69.48,68.1,68.24,266857
2022-09-26,67.58,68.45,67.45,67.68,562315
2022-09-27,68.01,68.43,67.49,67.57,226610
2022-09-28,66.68,68.09,66.25,67.88,1323552
2022-09-29,68.09,68.11,66.77,67.3,681739
2022-09-30,67.57,68.2,66.95,67.88,1820712
2022-10-03,66.56,68.09,66.44,67.95,374914
2022-10-04,69.1,70.5,69.1,70.42,388436
2022-10-05,70.26,70.28,69.17,69.46,218759
2022-10-06,70.28,70.44,69.43,69.85,199207
2022-10-07,69.09,69.66,68,68.12,1435428
2022-10-10,67.42,67.88,67.05,67.17,492872
2022-10-11,66.84,67.2,66.28,67.01,217819
2022-10-12,66.96,67.22,66.28,66.59,331640
2022-10-13,66.31,67.28,64.84,67.11,258400
2022-10-14,68.37,68.82,67,67.12,352391
2022-10-17,67.09,68.48,66.89,68.3,263126
2022-10-18,69.22,69.8,68.5,68.57,550611
2022-10-19,69.05,69.18,68.28,68.5,1298710
2022-10-20,68.27,69.2,68,68.85,286581
2022-10-21,67.71,68.69,67.13,68.47,486044
2022-10-24,69.46,70,68.81,69.69,212699
2022-10-25,70.17,71.08,69.75,71.07,424606
2022-10-26,70.85,71.96,70.77,71.95,351213
2022-10-27,71.32,71.58,70.8,71.26,214463
2022-10-28,70.16,71.51,69.98,71.34,516208
2022-10-31,71.85,71.88,71.36,71.53,432052
2022-11-01,72.08,72.55,71.24,71.4,548708
2022-11-02,71.62,71.85,71.03,71.03,230099
2022-11-03,69.79,69.93,68.7,69.46,231093
2022-11-04,69.44,70.98,69.4,69.99,493119
2022-11-07,70.13,71.04,70.11,70.87,424732
2022-11-08,71.03,72.12,70.9,72.12,160047
2022-11-09,71.52,71.87,70.87,71.08,201997
2022-11-10,70.37,73.64,70.28,73.64,136933
2022-11-11,74.8,75.09,74.26,74.49,171538
2022-11-14,74.96,75.2,74.65,74.98,724335
2022-11-15,75.12,76.14,75.02,75.69,221160
2022-11-16,75.45,75.53,74.6,74.76,406753
2022-11-17,74.92,75.05,73.56,73.89,249129
2022-11-18,74.41,75.11,74.21,74.61,838184
2022-11-21,74.28,74.46,74,74.09,574887
2022-11-22,74.32,74.95,74.15,74.83,509827
2022-11-23,75.46,75.84,75.2,75.77,377300
2022-11-24,76.03,76.28,75.99,76.19,258546
2022-11-25,76.26,76.26,75.8,75.99,412617
2022-11-28,75.52,75.75,75.34,75.36,769488
2022-11-29,75.3,75.42,74.6,74.63,458248
2022-11-30,75.02,75.3,74.62,74.94,365792
2022-12-01,76.96,77.5,76.62,77.03,271997
2022-12-02,76.96,77.17,75.2,76.68,2928137
2022-12-05,76.82,77.12,76.04,76.04,401656
2022-12-06,75.72,75.88,74.85,75.06,2162082
2022-12-07,74.64,75.01,74.24,74.44,186113
2022-12-08,74.72,75.33,74.57,75.09,787935
2022-12-09,75.47,75.62,74.71,75.42,297523
2022-12-12,74.73,75.05,74.63,74.94,89508
2022-12-13,75.6,77.98,75.5,76.89,239789
2022-12-14,76.35,76.79,76.17,76.76,377017
2022-12-15,75.54,75.6,74.07,74.07,174069
2022-12-16,73.95,74,72.97,73.12,485544
2022-12-19,73.42,73.68,72.91,72.91,298795
2022-12-20,72.37,73.21,72.25,72.78,516608
2022-12-21,73.22,74.06,73.05,73.95,327655
2022-12-22,74.12,74.27,72.7,72.7,503882
2022-12-23,73.07,73.33,72.95,73.17,123642
2022-12-28,73.36,73.51,72.68,72.73,396606
2022-12-29,72.51,73.56,72.44,73.56,880938
2022-12-30,73.26,73.42,73.13,73.19,351946
2023-01-03,73.67,74.12,72.95,72.95,393231
2023-01-04,73.49,74.01,73.23,74.01,338133
2023-01-05,73.64,74.03,72.93,72.98,309922
2023-01-06,73.11,74.34,72.85,74.32,187033
2023-01-09,74.81,75.86,74.81,75.73,111973
2023-01-10,74.76,75.17,74.46,74.81,224228
2023-01-11,75.25,75.74,75.18,75.67,1494131
2023-01-12,76.12,76.83,75.69,76.26,186893
2023-01-13,76.68,76.82,76.02,76.52,206486
2023-01-16,76.99,77.05,76.64,76.96,114691
2023-01-17,76.88,77.44,76.75,77.04,276496
2023-01-18,77.2,77.63,76.74,76.75,187827
2023-01-19,76.08,76.19,75.44,75.44,875045
2023-01-20,76.01,76.32,75.6,76.32,178526
2023-01-23,76.9,77.78,76.76,77.63,266068
2023-01-24,77.67,77.74,77.05,77.56,251107
2023-01-25,77.48,77.52,76.57,77.01,140670
2023-01-26,77.82,78.22,77.53,77.7,583985
2023-01-27,78.11,78.63,77.97,78.45,706476
2023-01-30,78.03,78.41,77.74,78.05,373709
2023-01-31,77.72,78,77.04,77.99,415585
2023-02-01,78.33,78.76,78.13,78.35,419115
2023-02-02,79.44,80.27,79.43,80.19,463323
2023-02-03,79.95,80.02,79.09,80,248311
2023-02-06,78.94,79,78.35,78.79,201268
2023-02-07,78.76,78.88,78.3,78.72,255171
2023-02-08,79.63,79.67,78.8,78.8,159089
2023-02-09,79.3,79.8,79.08,79.08,107810
2023-02-10,78.44,78.59,77.77,78.19,1561761
2023-02-13,78.29,79.1,78.22,78.98,202934
2023-02-14,79.31,80.05,78.66,78.66,172420
2023-02-15,78.78,79.12,78.66,78.97,109184
2023-02-16,79.62,79.74,78.43,79.03,1961145
2023-02-17,78.13,78.4,77.79,77.94,997495
2023-02-20,78.48,78.5,78.2,78.25,331062
2023-02-21,78,78.07,77.39,77.39,116681
2023-02-22,77.13,77.26,76.76,77.08,393122
2023-02-23,77.19,77.5,76.75,76.76,193467
2023-02-24,77.11,77.19,75.86,76.1,336579
2023-02-27,76.53,77.27,76.51,76.75,364010
2023-02-28,76.46,76.98,76.39,76.66,676173
2023-03-01,76.72,76.95,76.1,76.27,430049
2023-03-02,75.83,76.3,75.68,76.14,349661
2023-03-03,76.73,77.45,76.73,77.43,165527
2023-03-06,78.09,78.41,77.82,78.29,289853
2023-03-07,78.11,78.21,77.03,77.03,239651
2023-03-08,76.73,77.03,76.6,76.78,199629
2023-03-09,76.84,77.35,76.64,77.01,388862
2023-03-10,75.29,76.02,75.05,75.92,207996
2023-03-13,75.76,75.82,75.55,75.65,68203
